ALTERNATE_ID,ALTERNATE_NAME,BIO,Biography source,SOURCE,PDF_page_#
80,"Hirtius, Aulus","A consul with Pansa, who assisted Decimus Brutus when besieged at Mutina by Anthony. They defeated the latter, but were both killed in battle, A. C. 43.
",Crabb," Cic. ad Attic. 1. 14, ep. 6, &c. &c.; Sueton. in
Aug. c. 7.","135, Vol 2"
81,Histiaeus,"A tyrant of Miletus, who stimulated the Greeks to take up arms against Persia. 
",Crabb,"Herod. 1. 4, &c.","136, Vol 2"
82,Honain,"An Arabian translator, and a Christian, native of Hira in the ninth century, translated the Elements of Euclid; the Almagest of Ptolemy; the writings of Aristotle, Hippocrates, and other Greek authors.",Crabb,,"143, Vol 2"
83,Honarius,"Surnamed the Solitary, a priest and scholastic divine of the church of Autun, in Burgundy, who flourished under the reign of the emperor Henry V. about the year 1020. We have no further particulars concerning his life; but he was the author of various works, which are still extant, and held in some estimation on account of the industry, and diligence in enquiry which they discover. The principal of them are, ""Liber de Lumimribus Ecclesias, sive de Scriptoribus Ecclesiasticis, 5cc."" first printed at Cologne in 1580, octavo; "" Commentari in Libros tres balomonis,"" first printed at the same place in 1540; "" Inevitable, sive Dialogus de Prredestinatione & Libero Arbitrio,"" first published at the same place in 1552, octavo; "" Gemma Animoe, de Officio Missie, ejusque Creremonis,"" printed at Leipsic in 1514; "" Synopsis Mundi, sive de Imagine Mundi Lib. III,"" printed at Spires in 1583; "" Libellus de Hasresibus,"" printed at Basil in 1544; "" De Mundi Philosophia, Lib. IV;"" ""De Solis Affectibus Liber;"" and "" Series Romanorum Pontificum a S. Petro ad Innocentium II."" The above are all edited in the twentieth volume of the ""Bibl. Patr."" ",Akin,Cave Hist. Lit. Stec. Wald. Dupin. Moreri. M.,
84,Hormisdas II,"Son of Narses, succeeded his father in 301, and reigned seven years and five months.",Crabb,,"148, Vol 2"
85,Hosea,"Son of Elah, the last king of Isreal, A. M. 3265, A. C. 739. Having conspired against Pekah, son of Remaliah, king of Israel, he killed him and seized his dominions; but was taken prisoner by Salmanesar, king of Assyria, in the ninth year of his reign, and carried away with the ten tribes to countries beyond the Euphrates. ",Crabb,"2 Kings xv. &c.;
Usser. Annal.","150, Vol 2"
86,Hugh de St. Cher,"A dominican, and a cardinal, so called from the place of his birth, obtained a cardinal's cap from
Innocent IV in 1244, and died in 1263, after having been employed by this pope, and his successor, Alexander IV, in affairs of the greatest importance. His principal works are, 1. 'Correctorium,' or Collection of various Readings of Hebrew, Greek, and Latin MSS. of the Bible, which is in
the Sorbonne in MS. 2. 'Concordance de la Bible,' 8vo. Cologne, 1684, which is said to be the first work of the kind. 3. 'Speculum Ecclesia;,' 4to. Paris. 1480, and several times reprinted.",Crabb,,"156, Vol 2"
87,Hulaku Khan,"Son of Tuli Khan, fourth son of Jenghiz Khan, was sumamed Il Khan, whence his posterity took the name of Ilkhanians. He was the first who reigned in Iran, or Persia, at large, and begun to reign in the year of the Hegira 653, A. D. 1263. He conquered Syria, put an end to the khalifate at Bagdad, and died in 663, A. D. 1273.",Crabb,,"157, Vol 2"
88,Hyllus,"Son of Hercules and Dejanira, who settled in Attica, after having conquered and killed Eurystheus. He was afterwards slain in attempting to recover Peloponnesus with the Heraclida.",Crabb,"Herodot. 1. 7;
Thucyd. 1. 1; Apollod. 1. 2; Hygin. Fab. 36, &c.; Diod. 1. 4; Ovid. Met. 1. &c.","163, Vol 2"
89,"Hippolytus, S.","A bishop, martyr, and celebrated writer of the third century, suffered martyrdom in the reign of Alexander Severus, after having been a bishop of Arabia, or, according to others, of Portus Urbis, or Augusti, which was a suffragan of the metropolitan see of Rome. He is well known to have been the author of many works, but whether he wrote all that are ascribed to him is doubtful. Fabricius publislied an edition of his works in Gr. and Lat. 2 vols. fol. Hamb. 1716 and 1718. ",Crabb,"Eusub. in Chron.
Hieron. Catal.; Nicephor. 1. 1.5; Anastas. in Collect.; Georg. Syncell. in Chron.; Gelas. de Duab. Natur.; Isidor. Orig. 1. 6; Photius, in Bibl.","135, Vol 2"
90,Jehoahaz,"Son of Jehu, king of Israel, succeeded his father A. M. 3140, A. C. 856, and reigned 17 years. ",Crabb,2 Kings xiii; Usser. Annal.,"173, Vol 2"
91,Jehoiakim,"Brother and successor of Jehoahaz, king of Judah, was made king by Necho, king of Egypt, when he was 25 years old, and reigned 11 years, during which he did evil in the sight of the Lord, and having rebelled against Nebuchadnezzar, he was taken and slain, and his body thrown into the common sewer, as the prophet Jeremiah had predicted. He was succeeded by his son Jehoiachin, A. M. 3405, A. C. 599.",Crabb,,"173, Vol 2"
92,Jehoshaphat,"King of Judah, succeeded his father Asa at the age of 35, and reigned 25 years, during
which time he prevailed against Baash, king of Israel.
",Crabb,2 Chron. xxi. &c.; 1 Kings xxii.,"173, Vol 2"
93,"Genghiskhan or Jenghis Khan,","Son of Jessugi Bayadur, otherwise called Piscouca, a khan of the Moguls, was born at Diloun in the year of the Hegira 559, A. D. 1169, begun to reign at the age of thirty, and at first was obliged to fly from his kingdom to escape a conspiracy formed against him; but haviug soon after assembled an army, he regained possession of his dominions, and died in the year of the Hegira 624, after having founded one of the greatest empires in the world. ",Crabb,"Abu'lghazi. Khan. Hist.; Mirkond. apud Horn. Arc. Nouv, &c; De la Croix, Hist. Gen. du grand Genghiskan, &c.","25, Vol 2"
94,John XVIII,"Son of Gregory, count of Tusculuni, succeeded Benedict VIII in 1024, and died in 1033, after having
crowned the emperor Conrad II. He was succeeded by Benedict IX.",Crabb,,"187, Vol 2"
95,Jotham,"Son and successor of Uzziah, otherwise called Azariah, king of Judah, began to reign A. M. 3221, A. C. 783, and died after a reign alone of 16 years.",Crabb,,"194, Vol 2"
96,Judas surnamed Maccabaeus,"The son of Mattathias, succeeded his father as captain of the people during the persecution of Antiochus Epiphanes; and after having performed prodigies of valour against the violators of the law, he was overpowered by numbers, and fell fighting against the army of Bacchides and Alcimus, the generals of Demetrius.
",Crabb,1 Mace. iv.; Joseph. Antiq. 1. 12; Usser. Annal.,"205, Vol 2"
97,Julianus,"A Spanish nobleman, count of Ceuta, a capital city in the government of the Spanish Goths, assisted the Arabians in their invasion of Spain, in revenge for the affront which Roderic, king of Spain, had put upon him, but being afterwards suspected of holding a secret intelligence with the Christians against the Arabians, he was beheaded by order of Muza, their general.",Crabb,,"207, Vol 2"
98,"Justinius, M. Junianus","A Latin historian, who flourished about the age of Antoninus Pius, is only knownby his Epitome of the History of Trogus Pompcius, the original of which is now lost. The best editions of Justin are that of Ab. Gronovius, 8vo. Lugd. Bat. 1719; that of Hearne, 8vo. Oxon. 1703 ; and that of Barbou. 12mo. Paris 1770.",Crabb,,"210, Vol 2"
99,"Justinius or Justin, surnamed the Martyr","One of the earliest writers in the Christian church, was born at Neapolis, the ancient Sichem of Palestine, in the province of Samaria. His father Priscius was a Greek Gentile, and he himself was deeply versed in the Platonic philosophy, when he was led, by a conversation with a Christian convert, to inquire into the merits of that religion which he afterwards embraced in 132, and supported both by preaching and writing until he was called upon to seal its truth with his blood. He was beheaded, after having been scourged, according to the imperial edict, in the reign of M. Aurelius, A. D. 165. Among his works the best known are his 'Dialogue with Trypho,' and his first and second Apology for the Christians, the former of which he presented to Antoninus Pius, and the latter to his successor, Aurelius. There are several editions of his works, tlie first of which was that of Stephens, fol. Paris, 1551; but those of Maran, fol. Paris, 1742, and of Oberthur, 3 vols. 8vo. Wurtzburg, 1777, are esteemed the best. There is also an edition of his Apologies by Ashton, 8vo. Cantab. I768; of his first
Apology by Grabe, Oxon. 1700; of his second Apology by Hutchinson, Oxon. 1703; of his Dialogue with Trypho, by Jebb, 8vo. Lond. 1719; of his two Apologies and his Dialogue by Thirlby, fol. London, 1722. ",Crabb,"S. Iren. adv. Haeret. 1. 4, c. 13; Euseb. in Hist, et in Chron.; S. Hieron. in Cat.; Phot. Bibl. Cod. 23; Bellarmin; Baronius; Cave; Du Pin, &c.","210, Vol 2"
100,"Lancaster, Thomas, Earl of","Cousin-german to king Edward II, and one of the most powerful princes in his time, headed the barons against Piers Gavaston, the favourite of the king, whom he caused to be put to death. He aftertwards combined with the barons to ruin the Despensers, and raised an army to oppose the king; but, being defeated by sir Andrew Harcla, and taken prisoner, he was, by order of Edward, clothed in a mean attire, placed on a lean jade without a bridle, a hood was put on his head, and in this posture, attended by the acclamations of the people, he was conducted to an eminence near Pomfret, one of his own castles, and there beheaded.",Crabb,,"223, Vol 2"
